TagName,Count,Description
"criteria","2740","Mechanism typical to ORM frameworks that allows the creation of queries against a database in a dynamic and object-oriented fashion. When writing a query using Criteria one uses an API instead of writing a query using a defined language (SQL)."
"userform","2738","A customizable GUI that interfaces easily with VBA when working with Microsoft Office products."
"firebug","2737","Firebug was a Firefox extension, which allowed the debugging, editing, and monitoring of any website's CSS, HTML, DOM, JavaScript, network traffic and cookies.  You should just use this tag in case the question is directly related to Firebug itself and not a website you are debugging with Firebug."
"slack","2737","Slack is a proprietary cloud-based team collaboration tool. "
"php-7","2735","PHP 7 is the successor to PHP 5.6, it was released on December 3, 2015. Use this tag for issues relating to development using PHP 7"
"roles","2735","In various access control systems, roles define a group of users and organize permissions into a more manageable structure."
"entity-relationship","2733","An entity-relationship model (ERM) is an abstract and conceptual representation of data, information aspects of a business domain or its process requirements. Ultimately ERM is being implemented in a database. "
"junit5","2733","Version 5 of the popular JUnit testing framework for the JVM. JUnit is a framework for writing repeatable tests. It is an instance of the xUnit architecture for unit testing frameworks."
"hardware","2732","Programming questions related to the physical components of a computer.  Please specify the model of your hardware in your question."
"tokenize","2731","Tokenizing is the act of splitting a string into discrete elements called tokens."
"breeze","2730","Breeze is a JavaScript library that helps manage data in a rich client application. You can query and save data as complex object graphs, and share these graphs across multiple screens of your JavaScript client."
"cpu-usage","2728","CPU usage indicate how much of a workload is being handled by the CPU."
"ping","2727","Ping is a computer network administration utility used to test the reachability of a host on an Internet Protocol (IP) network and to measure the round-trip time for messages sent from the originating host to a destination computer."
"surfaceview","2724","SurfaceView is a widget on the Android platform which provides a dedicated drawing surface."
"multi-tenant","2721","A principle in software architecture where a single instance of the software runs on a server, serving multiple client organizations (tenants)."
